match,sentence,ref,node,keep
spárɛle ,"Ḥásan ʾÁġa spárɛle ta-t-dɛ̀ṛaˈ ʾu-spárɛle ta-t-dɛ̀ṛa,ˈ lìθ.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 26",773629,N
spìrɛle.ˈ ,ʾə́šta šáwwa yománe spìrɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 49",776125,N
spírɛle ,"spírɛle Nánno hál ʾɛ-gə-ṱ-ila kúlla zìle,ˈ kút-xa zílɛle ðà-gota,ˈ ʾáw npílɛle báθra báθra tèla.ˈ ","Barwar, Nanno and Jəndo, Ln. 13",749701,N
sxàyɛle.ˈ ,"ʾu-dəryále gàneˈ gu-bə̀rke,ˈ sxàyɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 56",769413,N
sàqɛla.ˈ ,qyáma sàqɛla.ˈ ,"Barwar, A Tale of Two Kings, Ln. 1",740924,N
sàqɛle.ˈ ,ʾáwwa-ži sàqɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 64",762210,N
"sìqtɛla,ˈ ","sìqtɛla,ˈ ʾo-pàṛaˈ hóle mbarbòre,ˈ har-mbarbòre,ˈ lɛ́le klàya.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 28",759793,
sìqtɛla.ˈ ,sìqtɛla.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 17",741918,
sìqtɛla.ˈ ,"xéna ṣlìθɛla,ˈ sìqtɛla.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 37",742486,
sìqtɛlaˈ ,qìmtɛlaˈ sìqtɛlaˈ mə́ra ṭla-xóna dìyaˈ mə́ra xòniˈ hóle zála lə̀bbiˈ ṱ-ásqət ṣɛ́dət ʾə́rbət wàla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 44",771578,
sìqtɛlaˈ ,θìθɛlaˈ sìqtɛlaˈ ʾax-d-ɛ́-ga qamàye.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 31",773775,
sìqɛle ,ʾáp-awwa sìqɛle gu-ṭúraˈ mən-xuráne díye píšɛle gu-ṭúra xá-yoma yóme trè.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 2",741449,
sìqɛle ,xuláṣa sìqɛle rəš-ṭúra.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 19",774995,
"sìqɛle,ˈ ","sìqɛle,ˈ ʾáṭma múttəlla qúrbət bɛ̀θa.ˈ ","Barwar, The Crafty Hireling, Ln. 30",755972,
"sìqɛle,ˈ ","sìqɛle,ˈ qṭàləlle.ˈ ","Barwar, The Fox and the Miller, Ln. 30",758754,
"sìqɛle,ˈ ","sìqɛle,ˈ píša lɛ̀le,ˈ mə́ṭyɛle xa-gə̀ppa.ˈ ","Barwar, The Giant’s Cave, Ln. 1",758931,
"sìqɛle,ˈ ","sìqɛle,ˈ mə́re ṱ-ásqən mɛθə̀nne háwni.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 36",771324,
"sìqɛle,ˈ ","sìqɛle,ˈ mə́re ṭla-bàxta,ˈ mə́re hàtxa mírəlli,ˈ hàtxa,ˈ mút màra?ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 36",771332,
"sìqɛle,ˈ ","qíma sìqɛle,ˈ kə́lya qam-ṭắrət bɛ̀θa.ˈ ","Barwar, The Tale of Nasimo, Ln. 11",774312,
"sìqɛle,ˈ ","mə́xyɛle l-ṭùra,ˈ sìqɛle,ˈ ʾáx-t-wewa mìra,ˈ ʾaqláθə súse díye kúlla prìmla,ˈ də́mma ṣláya bíye dìye.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 19",774982,
"sìqɛle,ˈ ","sìqɛle,ˈ mə́re ṭla-d-an-nàšeˈ yàbaˈ lá yawítuli xa-šùla,ˈ xa-mə́ndi hàle,ˈ pàlxənˈ be-màlka?ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 29",775320,
"sìqɛle,ˈ ","qímɛle ʾo-t-trè,ˈ sìqɛle,ˈ mə́re ʾànən múθyəlle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 31",775405,
sìqɛle.ˈ ,mār-bɛ́θa ʾə́θyɛle sìqɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 23",755793,
sìqɛle.ˈ ,"zíltɛla xá-šabθa hòdəx,ˈ xá-bena xéna sìqɛle.ˈ ","Barwar, The Fox and the Miller, Ln. 5",758145,
sìqɛle.ˈ ,múttɛle kupắla rəš-rúše díye sìqɛle.ˈ ,"Barwar, The Fox and the Miller, Ln. 11",758273,
sìqɛle.ˈ ,qíma sìqɛle.ˈ ,"Barwar, The Fox and the Miller, Ln. 30",758753,
sìqɛle.ˈ ,ʾáwwa sìqɛle.ˈ ,"Barwar, The Giant’s Cave, Ln. 1",758930,
sìqɛle.ˈ ,qímɛle šqíləlla mpúlṭəlla sìqɛle.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 30",759869,
sìqɛle.ˈ ,"ʾaw-mrúzgəlla gáne dìye,ˈ yómət rúta sìqɛle.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 85",770224,
sìqɛle.ˈ ,sìqɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 29",775319,
sìqɛle.ˈ ,"qìmɛle,ˈ sìqɛle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 32",775443,
sìqɛle.ˈ ,sìqɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 32",775454,
sìqɛle.ˈ ,qíma sìqɛle.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 44",778604,
sìqɛleˈ ,"də́ryəlle l-xáṣe dìye,ˈ sìqɛleˈ ʾə̀rxe,ˈ síqɛle gu-kotằla,ˈ rəš-kotắla də́ryəlle gu-mìya.ˈ ","Barwar, The Sale of an Ox, Ln. 42",766979,
sìqɛleˈ ,sìqɛleˈ l-gàre.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 52",769308,
sìqɛleˈ ,"sìqɛleˈ xa-béna ʾàmərˈ xwarzàyi,ˈ ʾànaˈ hon-qṭìləlle Déwa Zàr,ˈ la-ʾáθət ṱ-áwðət čù-məndi.ˈ ","Barwar, The Tale of Rustam (1), Ln. 22",777051,
"sìṛɛle,ˈ ","sìṛɛle,ˈ mùθyəlle.ˈ ","Barwar, Baby Leliθa, Ln. 17",743656,
síqtɛla ,ṱóṱo síqtɛla kəs-màlka.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 24",742098,
síqtɛla ,"bráte díye síqtɛla š-tùθaˈ héš xúya xùyɛle,ˈ wíðtɛla túke tùk.ˈ ","Barwar, The Crafty Hireling, Ln. 36",756098,
síqtɛla ,Səttìyeˈ síqtɛla l-gàre.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 74",772514,
síqtɛla ,ʾu-brátət málka síqtɛla l-gàre.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 29",773711,
síqtɛla ,"brátət málka síqtɛla l-gàre,ˈ xa-bènaˈ simárxa θíθɛla mxiθ-ə̀lla díyaˈ ʾu-nubàltəlla.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 29",773715,
síqtɛla ,síqtɛla l-ṭábaq t-ṭḷàθa.ˈ ,"Barwar, The Tale of Nasimo, Ln. 18",774451,
síqɛle ,"síqɛle kəs-qàzi,ˈ wírela šarṭ-qàzi.ˈ ","Barwar, A Hundred Gold Coins, Ln. 9",740019,
síqɛle ,"qímɛle dárt-yoma síqɛle l-gàre,ˈ ʾámər hèyˈ kúṱ-ile xíləlla xa-ràmši-məndiˈ gu-bɛ̀θiˈ ʾáθe xarèla gu-bɛ́θi.ˈ ","Barwar, A Man Called Čuxo, Ln. 5",740252,
síqɛle ,síqɛle sìqa-wˈ wírɛle gu-màθa.ˈ ,"Barwar, A Man Called Čuxo, Ln. 13",740526,
síqɛle ,"ʾáwwa gáwṛa díya síqɛle l-Nìnwe,ˈ díṛa ʾə̀θyɛle.ˈ ","Barwar, A Tale of Two Kings, Ln. 2",740946,
síqɛle ,ʾaw-qímɛle síqɛle kə́sla dìya.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 40",742575,
síqɛle ,"síqɛle xákma mən-d-ò-šəmra,ˈ wírɛle gu-naxírət xa-m-malàxe.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 60",743145,
síqɛle ,qímɛle síqɛle wìrɛleˈ məxya l-tằra.ˈ ,"Barwar, Baby Leliθa, Ln. 18",743672,
síqɛle ,"šqíləlle gàne,ˈ múttɛle mə́ndi xo-ʾàqle,ˈ síqɛle ða-káwe ḷɛ̀θa.ˈ ","Barwar, Baby Leliθa, Ln. 22",743776,
síqɛle ,ʾáwwa síqɛle l-gàre.ˈ ,"Barwar, I Am Worth the Same as a Blind Wolf, Ln. 11",748860,
síqɛle ,ʾáwwa-ži síqɛle tíwa tàmaˈ ʾu-dmìxɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 30",751287,
síqɛle ,"síqɛle šqílle xa-kèpaˈ múttəlla ʾàxxaˈ kalə̀bθa,ˈ qṭìləlla,ˈ də̀ryəlla,ˈ mqulə̀bzəlla-ži.ˈ ","Barwar, The Crafty Hireling, Ln. 20",755654,
síqɛle ,síqɛle bénət-tə̀rte.ˈ ,"Barwar, The Crafty Hireling, Ln. 33",756016,
síqɛle ,bar-xa-yàrxaˈ síqɛle xá-bena xéna kəs-màlka.ˈ ,"Barwar, The Fox and the Miller, Ln. 8",758187,
síqɛle ,"síqɛle bɛ̀θa,ˈ mùsqəlla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 31",759870,
síqɛle ,"də́ryəlle l-xáṣe dìye,ˈ sìqɛleˈ ʾə̀rxe,ˈ síqɛle gu-kotằla,ˈ rəš-kotắla də́ryəlle gu-mìya.ˈ ","Barwar, The Sale of an Ox, Ln. 42",766981,
síqɛle ,"síqɛle gu-réšət ʾAmedìya,ˈ ʾìnaˈ núrət xàleˈ ṱ-íwa síqa l-tàmaˈ gu-zòmaˈ hála lɛ̀le č̣ə́mya.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 40",768996,
síqɛle ,"síqɛle l-bɛθ-qòra,ˈ gu-qawràθa,ˈ xáze ʾɛ́nila qáwra xàθta.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 89",770306,
síqɛle ,"síqɛle mə̀reˈ kút-dukθət kále sùsi,ˈ tàma.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 27",771086,
síqɛle ,"síqɛle di-di-di-dì,ˈ kə́lyɛle qam-tắrət qáṣrə Qára Tèždin.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 28",771098,
síqɛle ,síqɛle məxyɛle l-tằra.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 29",771140,
síqɛle ,síqɛle mə́xya l-tằraˈ ʾu-plíṭṭɛla Səttìye.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 29",771143,
síqɛle ,síqɛle l-gàreˈ maxzóyəlle Jazíra Bòta.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 40",771439,
síqɛle ,Mắmo síqɛle l-bɛ̀θaˈ gu-qáṣrət Mir-Zàndin.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 45",771626,
síqɛle ,ʾáwwa síqɛle mɛθóye ṣawə̀lteˈ ʾína xazèlaˈ Zíne-w Mằmoˈ hóla mə̀-ġðaðe mṣawóθe.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 57",771991,
síqɛle ,"qímɛle ríqa síqɛle mə́re ṭla-Zìne,ˈ t-băyéla Mằmo,ˈ síqɛle mə̀reˈ Zìneˈ mùt wáða láxxa?ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 64",772207,
síqɛle ,"qímɛle ríqa síqɛle mə́re ṭla-Zìne,ˈ t-băyéla Mằmo,ˈ síqɛle mə̀reˈ Zìneˈ mùt wáða láxxa?ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 64",772212,
síqɛle ,"qímɛle síqɛle Bakùrko,ˈ síqa kəs-Zìne.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 86",772855,
síqɛle ,"màra,ˈ síqɛle xóna ʾo-gòṛa,ˈ síqɛle mə̀reˈ mə́re zìlən,ˈ šqìlənne,ˈ mùθyəlle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 31",775386,
síqɛle ,"màra,ˈ síqɛle xóna ʾo-gòṛa,ˈ síqɛle mə̀reˈ mə́re zìlən,ˈ šqìlənne,ˈ mùθyəlle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 31",775389,
síqɛle ,"qímɛle yomət-trè,ˈ síqɛle l-ʾùrxa.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 39",775707,
síqɛle ,síqɛle l-xáṣa dìyaˈ ʾu-múč̣məlla ʾɛ́ne dìyeˈ ʾu-zìltɛla.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 50",776153,
síqɛle ,"ʾímə ṱ-íle síqa Rùstam,ˈ síqɛle gu-d-o-gə̀ppa,ˈ xazéla xá parizàda,ˈ xá šapìrta,ˈ brátət málka t-Màġrəb,ˈ hóle šqíləlla Déwa Zàr,ˈ hóle múθyəlla gu-d-ɛ̀ gəppíθa.ˈ ","Barwar, The Tale of Rustam (1), Ln. 17",776943,
síqɛle ,ʾáwwa síqɛle l-o-gə̀ppa.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 21",777045,
síṛɛle ,"síṛɛle júlla bíye dìye,ˈ ṃə́ḷyɛle qə̀ṭma.ˈ ","Barwar, Baby Leliθa, Ln. 17",743650,
síṛɛle ,síṛɛle ʾo-tumbáne dìyeˈ b-prə̀zle.ˈ ,"Barwar, Baby Leliθa, Ln. 22",743779,
sùsɛle.ˈ ,"la-ʾàrya,ˈ sùsɛle.ˈ ","Barwar, The King With Forty Sons, Ln. 63",762175,N
sə́ṛyɛle ,sə́ṛyɛle kúlla b-réšət ʾilanàne.ˈ ,"Barwar, The Brother of Giants, Ln. 11",754650,N
t-Lelìθɛla.ˈ ,kúlley t-Lelìθɛla.ˈ ,"Barwar, The Fox and the Miller, Ln. 24",758599,N
t-dàwɛle.ˈ ,"ʾáwwa pə́rč̭e díye t-dàwa,ˈ hátxa mazlòqe,ˈ har-píša kèpaˈ hár t-dàwɛle.ˈ ","Barwar, Gozali and Nozali, Ln. 72",747422,N
t-la-qàlpɛla.ˈ ,ʾánna t-la-qàlpɛla.ˈ ,"Barwar, The Crafty Hireling, Ln. 22",755723,N
t-la-ʾixàlɛla.ˈ ,síqle l-bɛ̀θaˈ pšìma-wˈ bxáya mxáya l-gáne dìyeˈ bnóne díye t-la-ʾixàlɛla.ˈ ,"Barwar, The Sale of an Ox, Ln. 7",765970,N
t-là-našɛla?ˈ ,ʾɛ-ʾɛ́na t-là-našɛla?ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 60",769507,N
t-màlkɛla.ˈ ,t-màlkɛla.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 23",768503,N
tfìqɛle ,xa-bènaˈ xa-mənnèyˈ tfìqɛle b-áqle díyeˈ mə́re hòle!ˈ ,"Barwar, Nanno and Jəndo, Ln. 21",749952,
tfìqɛle ,"ʾáwwa-ži zìlaˈ mbùqrɛle,ˈ tfìqɛle rəš-d-ó sadánə Mə̀ṣr.ˈ ","Barwar, The King With Forty Sons, Ln. 44",761457,
tfíqɛle ,"ʾáwwa qímɛle zìlɛle,ˈ zìla,ˈ zìla,ˈ b-ʾúrxa tfíqɛle xá-xuwwe bìye.ˈ ","Barwar, The Wise Snake, Ln. 4",779625,
tiwɛle ,"Qaṭina tom Qaṭinaˈ 
tiwɛle xamra b-štayaˈ 
b-štaya-w har b-rwayaˈ 
base buse b-drayaˈ 
","Barwar, The Sisisambər Plant, Ln. 2",767493,N
tlìqɛle.ˈ ,gu-mbadláθa mxɛ́θət yóma ʾó-naša tlìqɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 10",760300,
tlìqɛle.ˈ ,mxɛ́θət šə́mša tlìqɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 19",760608,
tlìxɛle ,"ʾímə ṱ-ìle plíṭa kríba kríba,ˈ rúše díye qíθɛle b-yaṣílət tằra,ˈ tlìxɛle gúda.ˈ ","Barwar, The Tale of Rustam (2), Ln. 10",777758,
tpìθɛle.ˈ ,tpìθɛle.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 60",743153,
tqílɛle ,wíðɛle hàtxaˈ tqílɛle réše dìyeˈ wáy b-šɛ̀naˈ b-šɛ̀na.ˈ ,"Barwar, Gozali and Nozali, Ln. 41",746192,
trìṣɛleˈ ,"brōn-díye trìṣɛleˈ ʾu-píštɛla béna ṭḷáθa yomáθa xlùla,ˈ mbaróxəlla Bə́lbəl Hazàrˈ l-Gozàli.ˈ ","Barwar, Gozali and Nozali, Ln. 98",748430,
"tunìθɛle,ˈ ","yálət tunìθɛle,ˈ píšle gàwṛa.ˈ","Barwar, The Tale of Farxo and Səttiya, Ln. 51",769303,N
tàmɛla.ˈ ,"qlìbe,ˈ kə́lye tàmɛla.ˈ ","Barwar, The Lion With a Swollen Leg, Ln. 10",763047,N
táxtɛla ,táxtɛla mútte hàtxaˈ ta-ṣáli tàma.ˈ ,"Barwar, The Sale of an Ox, Ln. 10",766087,N
tèlɛla.ˈ,mə́re t-ʾÁjdən tèlɛla.ˈ,"Barwar, The Fox and the Miller, Ln. 20",758489,N
tèlɛla.ˈ ,"mə́re bás ṱ-amrənnɛ̀xu,ˈ ʾən-ʾamrilɛ́xu ʾan-ʾə́rwe d-ɛ̀nilaˈ múru t-ʾÁjdən tèlɛla.ˈ ","Barwar, The Fox and the Miller, Ln. 15",758360,N
tèlɛla.ˈ ,"ʾámrət ʾən-θéla ṣláya ʾàxxa,ˈ xákma náše ʾàxxa,ˈ ʾən-mboqə̀rra mə́nnux,ˈ ʾánna d-ɛ̀nila,ˈ múr ga-ʾánna t-ʾÁjdən tèlɛla.ˈ ","Barwar, The Fox and the Miller, Ln. 17",758423,N
tèlɛla.ˈ ,ʾámrət t-ʾÁjdən tèlɛla.ˈ ,"Barwar, The Fox and the Miller, Ln. 20",758481,N
"tèlɛle,ˈ ","sìqla,ˈ xéna téla tèlɛle,ˈ síqle l-ṭúra xála č̣àre,ˈ xála məndiyàne,ˈ ʾaṣə́rta ʾaθèwa.ˈ ","Barwar, The Fox and the Miller, Ln. 26",758642,N
"tìwtɛla,ˈ ","tìwtɛla,ˈ mxìθəlla čádra díya.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 30",775370,
tìwtɛla.ˈ ,ʾáp-ay tìwtɛla.ˈ ,"Barwar, Nanno and Jəndo, Ln. 4",749461,
tìwtɛla.ˈ ,"hóla rəš-ṭùra,ˈ tìwtɛla.ˈ ","Barwar, The Bear and the Fox, Ln. 2",754099,
tìwtɛla.ˈ ,tìwtɛla.ˈ ,"Barwar, The Bear and the Fox, Ln. 3",754112,
tìwtɛla.ˈ ,qímtɛla θíθa tìwtɛla.ˈ ,"Barwar, The Daughter of the King, Ln. 21",757255,
tìwɛle ,"tìwɛle ʾáp-ʾaw məskèna,ˈ píšɛle ràḥat.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 32",751365,
tìwɛle.ˈ ,tìwɛle.ˈ ,"Barwar, Nanno and Jəndo, Ln. 3",749436,
tìwɛle.ˈ ,ʾáp-ʾaw tìwɛle.ˈ ,"Barwar, Nanno and Jəndo, Ln. 3",749449,
tìwɛle.ˈ ,tìwɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 60",752226,
tìwɛle.ˈ ,tìwɛle.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 49",771732,
tìwɛleˈ ,wìraˈ tìwɛleˈ gu-d-o-gə̀ppa.ˈ ,"Barwar, The Giant’s Cave, Ln. 2",758950,
tìwɛleˈ ,mára tìwɛleˈ hə́š stăkána šə̀tyaˈ t-la-štáya čày.ˈ ,"Barwar, The Sale of an Ox, Ln. 29",766603,
tíwtɛla ,mára tíwtɛla márzət yàma.ˈ ,"Barwar, A Tale of Two Kings, Ln. 12",741262,
tíwtɛla ,tíwtɛla xmáθa dìya.ˈ ,"Barwar, The Daughter of the King, Ln. 31",757502,
tíwtɛla ,mára tíwtɛla gu-lìna.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 20",773480,
tíwtɛla ,"mára tíwtɛla gáwe dìye,ˈ θíθɛla qúrbət qáṣrət Mə́rza Pằmət.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 20",773493,
tíwtɛla ,tíwtɛla gu-lína díya xa-béna xètaˈ ʾu-zìltɛla.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 31",773760,
tíwɛle ,tíwɛle b-lɛ́le mxáya šabíba rəš-d-ó-ṭene dìyeˈ ʾu-xmáre l-gòte-diye.ˈ ,"Barwar, A Man Called Čuxo, Ln. 6",740301,
tíwɛle ,ʾu-Gozáli tíwɛle tràb xaṣ-súsa.ˈ ,"Barwar, Gozali and Nozali, Ln. 39",746116,
tíwɛle ,ʾáp-ʾaw tíwɛle tàma.ˈ ,"Barwar, Nanno and Jəndo, Ln. 6",749516,
tíwɛle ,"tíwɛle šə́tya mìya,ˈ mxúlla páθe dìye,ˈ mṣúlya ṭla-ʾálahe dìye.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 27",751199,
tíwɛle ,"moθéla mɛxòlta,ˈ moθéla mə̀ndi,ˈ tíwɛle xílle kul-xá-məndi m-ġðàðe.ˈ","Barwar, Tales From the 1001 Nights, Ln. 32",751374,
tíwɛle ,mára xílela šə́tyela mára brōn-málka tíwɛle l-d-a-tàxta.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 43",751674,
tíwɛle ,tíwɛle xáṣə dìya.ˈ ,"Barwar, The King With Forty Sons, Ln. 30",760977,
tíwɛle ,tíwɛle tàma.ˈ ,"Barwar, The Lion With a Swollen Leg, Ln. 1",762820,
tíwɛle ,tíwɛle gu-tằra.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 18",763880,
tíwɛle ,"tíwɛle gu-tằra,ˈ ʾáyya ta-t-bàrza,ˈ θíθɛla xa-qàṭuˈ ʾu-šwìrtɛla-wˈ b-tắra wìrtɛla,ˈ klíθa kəs-d-ó-linət nepòxta.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 19",763882,
tíwɛle ,tíwɛle ʾàp-ʾaw.ˈ ,"Barwar, The Sale of an Ox, Ln. 28",766582,
tíwɛle ,Fárxo tíwɛle rəš-d-wáʾha kèpa.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 17",768306,
tíwɛle ,"ʾə̀θyɛle,ˈ qam-tắrət bɛ́θa tíwɛle hàdəx.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 10",770629,
tíwɛle ,"tíwɛle l-xáṣə súse dìyeˈ ʾu-díṛɛle ṣə́lyɛle rəš-d-ɛ̀-ʾɛna,ˈ ʾɛ-ʾɛ́na ṱ-ìle ʾə́θya qamáye réša.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 32",771219,
tíwɛle ,"qìmɛleˈ Mằmoˈ tíwɛle xáṣə súse dìye,ˈ ṣə̀lyɛleˈ rəš-púmmət ʾɛ̀na.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 41",771474,
tíwɛle ,ʾáwwa tíwɛle hàtxaˈ rəš-qằnăpa.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 46",771668,
tíwɛle ,tíwɛle tàma.ˈ ,"Barwar, The Tale of Nasimo, Ln. 14",774384,
tíwɛle ,xa-tré ṭḷá-yomane tíwɛle l-súsa díye ʾu-zìlɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 36",775607,
tíwɛle ,"tíwɛle l-xáṣə simɛ̀rxa,ˈ ṭayyàrɛla.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 49",776130,
tíwɛle ,"tíwɛle l-xáṣa dìya-wˈ zílɛle gu-ʾaqàraˈ gu-gə̀llaˈ ʾáxxa-w tàmma,ˈ ʾu-mùθyəlla.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 52",776275,
tíwɛle ,simɛ́rxa θìθɛla-wˈ tíwɛle l-xáṣət simɛ̀rxa-wˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 55",776417,
tíwɛle ,"m-táma-w hòdəx,ˈ tíwɛle l-xáṣə súse dìyeˈ ʾə́θyɛ díṛa l-bɛ̀θa.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776466,
tíwɛle ,tíwɛle xáṣət súse dìyeˈ ʾu-ya-ʾálaha zìlɛle.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 9",776713,
tíwɛle ,kút-xa tíwɛle l-xáṣə súsət gáne dìyeˈ ʾu-zála mxáya rùmxe.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 35",777450,
tíwɛle ,tíwɛle Zàloˈ qam-tắrət qáṣre dìyeˈ ʾo-ḥallàqaˈ hóle múθyəlla xa-semàltaˈ múttəlla baθrə̀t rušáne díye.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 2",777563,
tíwɛle ,tíwɛle tàma.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 49",778737,
tíwɛle ,"tíwɛle tàma,ˈ ʾo-lɛ́le dmíxɛle Rustằmoˈ kəs-d-àni,ˈ ʾárxa diyèyile.ˈ ","Barwar, The Tale of Rustam (2), Ln. 49",778739,
wárɛle ,xárθa mtaslòməlleˈ ʾu-málka d-áni wárɛle gu-Dəmdə̀ma.ˈ ,"Barwar, Dəmdəma, Ln. 19",744590,N
wárɛle ,ʾawwa-náša wárɛle gu-xa-gə̀ppa.ˈ ,"Barwar, The King With Forty Sons, Ln. 6",760111,N
wárɛle ,"wárɛle Barzə́kko ṭáləb d-ày,ˈ yə́mmət hambišàye.ˈ ","Barwar, The King With Forty Sons, Ln. 7",760174,N
"wìrtɛla,ˈ ","qáṭu wìrtɛla,ˈ npílta gu-d-án panjàneˈ mqurə̀dxela,ˈ ʾánna ṛìšela.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 53",742983,
"wìrtɛla,ˈ ","tíwɛle gu-tằra,ˈ ʾáyya ta-t-bàrza,ˈ θíθɛla xa-qàṭuˈ ʾu-šwìrtɛla-wˈ b-tắra wìrtɛla,ˈ klíθa kəs-d-ó-linət nepòxta.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 19",763890,
"wìrtɛla,ˈ ","wìrtɛla,ˈ píštɛla xà-yarxa táma.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 23",773562,
wìrtɛlaˈ ,gu-d-ɛ́ ṣlɛθèyˈ qáṭu wìrtɛlaˈ ʾáy šwíqtəlwa májma tàma.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 53",742977,
"wìrɛle,ˈ ","ʾaw-ʾə́θya wìrɛle,ˈ ʾay-dríθa ʾiθáθa gu-lɛ́ša t-lɛšàwa.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 14",759456,
wìrɛleˈ ,qímɛle síqɛle wìrɛleˈ məxya l-tằra.ˈ ,"Barwar, Baby Leliθa, Ln. 18",743673,
wìrɛleˈ ,ʾáw wìrɛleˈ ʾu-ʾáw xlìqɛle tắra.ˈ ,"Barwar, Man Is Treacherous, Ln. 7",749142,
